timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,0.0152358539877215,0.1583362425645153,9.81125583635192,0.0051637181104572,-0.0154893781899303,0.1464259925401302
0.02,-0.0295721292170866,0.1671904452200962,9.931895308457293,0.0113735868794645,0.0904349619769372,0.1455205953943241
0.04,0.0812341364554161,0.2612669778679508,10.10547164129427,0.1361738164427914,0.0952198892224477,0.1274361710727179
0.06,0.1097973719486307,0.1074214985889616,10.206951475645008,0.1310105299702053,0.1260659466286257,0.0998517653199832
0.08,-0.0189229162190299,0.1839821334736546,10.122481932576475,0.2952300520862682,0.203441235699834,0.0824272766668554
0.1,0.025373729903486,0.1765119125940477,10.370158341701035,0.4078396512332144,0.1162136201894097,0.0564559516342487
0.12,0.1041188325151836,0.0931708834589847,10.336186903665713,0.3173774897537245,0.0102495303483108,0.0415805637632871
0.14,0.0841799748032025,0.2273141184832413,10.328866189449856,0.2682289939880676,0.0432410455270356,0.0225115251948748
0.16,0.0963231154162529,0.1343408534813898,10.373555369230129,0.1648066033496692,-0.1235057057706521,-0.0938710079887415
0.18,0.0467319460364473,0.1508722166603995,10.35685340994226,0.183929221518262,-0.1028228167809074,-0.0843506789062151
0.2,0.1210212230207203,0.1921069259087066,10.180271215151134,0.3088970643840936,-0.1950339105902664,-0.1151884801989711
0.22,0.0996826265409079,0.0129077661252804,10.19998699946964,0.1309194971448279,-0.1783383846638896,-0.024041789482083
0.24,0.0447390929773892,-0.0355935013787891,10.086792290972552,0.1057709302136596,-0.1614252634520634,-0.0083055918893189
0.26,0.0763330583998423,-0.0529678994954916,9.92217479812362,0.092679292883281,-0.2110328455947253,-0.2064379012590334
0.28,0.0208624575682685,-0.0509032052350227,9.741540761222646,0.0665754613350883,-0.0467904609167312,-0.0217276883347469
0.3,-0.0678336118606473,-0.1648575336657907,9.601817167491625,-0.0845863122076482,0.0900652618344067,-0.0925222474362866
0.32,-0.0275204468580238,-0.1973709932173833,9.57554869020612,-0.158107301669748,0.181504307008072,-0.0381776539234193
0.34,-0.1126497261983943,-0.1338164244753229,9.336205288733538,-0.1905357370452991,0.1078534877221675,-0.0509208933718999
0.36,-0.036234183421724,-0.1790864591373409,9.372283332118434,-0.2718519862932237,0.1890242724104521,0.0122292543742441
0.38,-0.0940204128114044,-0.3015090787433082,9.242595338470927,-0.303263311950923,0.0913894191109332,-0.0298035219034914
0.4,-0.1074718432501319,-0.251644299908727,9.205835924580644,-0.2740921693419129,0.0853559187914183,-0.0869108543992183
0.42,-0.133975424484256,-0.0967160826773163,9.115021931144982,-0.2905222659004525,-0.0160354003905775,-0.0015147259216671
0.44,-0.0354110969496258,-0.1243331882792324,9.213435185193608,-0.1830342263220529,-0.0635495602056735,0.05186695293433
0.46,-0.0959555967469354,-0.1478329782772032,9.3013045399396,-0.2427449270987144,-0.1127780333297867,0.0362723381398153
0.48,-0.0968415291817657,-0.0779472587465556,9.28062866716574,-0.1687181368161397,-0.1751427901756287,0.0985451616829291
0.5,-0.0763852027536588,-0.0249315022159255,9.47226064198711,-0.2298998345238985,-0.147191623810502,0.0776168300054725
0.52,-0.0125219074060528,0.0563306567869485,9.56962641258163,-0.0911542355496471,-0.1615789287737733,0.0622477187808435
0.54,0.0007698973206763,-0.0042275493655913,9.66279838392322,-0.0886559850226357,0.0722272859284539,0.0441575142873435
0.56,0.0256610623977763,0.062535251229157,9.872880245232428,0.0348459586187588,-0.040868611854501,0.0802829265339345
0.58,0.0488362437021266,0.1537994864324766,9.853658322861468,0.1163113105609394,0.0786471370967928,0.1064313496436249
0.6,0.1552577474536945,0.1635887560913821,10.106386241898216,0.1470195444305881,0.2139335142377476,-0.0103389222084111
0.62,0.0462804359241943,0.2170136863887087,10.280578878364215,0.320169846304015,0.2363583273470513,0.035590294006667
0.64,0.0560217886181415,0.1371862692194921,10.361800707385344,0.3163007636705777,0.2129675581356904,-0.0420773318964931
0.66,0.0518190842710519,0.2166379183218321,10.3745366601276,0.3363854286917922,0.1742959268594252,0.0071241668532781
0.68,0.1294675655495616,0.2433533388128295,10.37692752771818,0.3342200928808611,-0.0399891357688601,0.0761294532338495
0.7000000000000001,0.1562512874788717,0.1934904222623782,10.367025909229582,0.3875760594149837,0.0543982880140307,-0.0655848710393731
0.72,0.0901548060189938,0.1478628857503539,10.359966783715144,0.215708071831752,-0.1194734172901844,0.0066560610460689
0.74,0.0450105516188261,0.1006922233979933,10.349300615197611,0.3295692823003865,-0.1092106221251877,0.0931685222107868
0.76,0.0325272509512554,0.022948813499111,10.202145680141934,0.171691719607476,-0.3009030507770323,0.005143625750765
0.78,0.0892565343039107,0.0170006260738888,10.178232560378577,0.1419637287846905,-0.1740373633172628,-0.0756775907432821
0.8,0.0739751638286399,0.0384455117462741,10.127532757510972,0.1385069880084868,-0.1650845351429801,-0.050055925799001
0.8200000000000001,0.0421802723273354,-0.0743813329001812,9.887041191716088,0.1067286850117632,-0.0308023087363417,-0.167349314595631
0.84,-0.0408081659172278,-0.1533239862285483,9.687584176519076,-0.0802768732424774,0.0458986404475931,-0.1783866226965891
0.86,-0.0180960920043673,-0.1683053465997809,9.55453781373796,-0.1147397183569966,0.1317561797003097,-0.0940515490206946
0.88,-0.0445280297065397,-0.1611890629600838,9.536654356604124,-0.1462103568656628,0.1210896665223306,-0.0664618135458629
0.9,-0.0575202807564182,-0.2087222558155655,9.386284427494765,-0.2146824320133924,0.1967568896447238,-0.018176648529679
0.92,-0.0394881510221718,-0.1749142097433021,9.345484005285716,-0.2064771666969845,0.1760070889704244,-0.0841256687188845
0.94,-0.0822531168069271,-0.1720225607398349,9.212720922068064,-0.1085023019377577,0.1579678755722216,-0.0259714136532426
0.96,-0.0651004644160703,-0.1426052129282417,9.247254321959002,-0.2761723922827013,0.1040552368751386,-0.0058234512408151
0.98,-0.0962344074398726,-0.0952363018814693,9.194404875841611,-0.3355999046510676,-0.0274808156946242,0.0022154143762509
1.0,-0.0806496816950161,-0.0875030588027365,9.192740887456711,-0.3501423714204959,-0.1813656648779244,0.0272779556307946
1.02,-0.0541882543274382,-0.1478949510612413,9.26543408234369,-0.273520692537376,-0.1710793048086522,0.0087087282461725
1.04,-0.144888693481574,-0.1050918282628127,9.307961867296097,-0.2631052017678116,-0.0693040831076547,0.0833507010005286
1.06,-0.0706229954912919,-0.0193833376062212,9.57163136988852,-0.1405408144215095,-0.1007479681747942,0.093505303013968
1.08,-0.0579829250320914,0.0069613053089953,9.588395155417366,-0.0807917951631437,-0.2781311704517738,0.0718727974675856
1.1,-0.0444772157685975,0.0162146366186478,9.757025764295529,-0.060758380295539,-0.0465708197482286,0.1325001834326261
1.12,-0.0037209410762126,0.0909315338985302,9.83337357226719,0.1293562651445537,0.0865479723656487,0.1508866811197448
1.14,0.1068414265424407,0.1234178793790857,9.939969774785336,0.0595107169801682,0.1124697089105222,0.1285786452982475
1.16,0.0092259072114673,0.140182130008917,10.10341075243088,0.1515808355934797,0.1557637388230583,0.032977282176433
1.18,0.1186789147094588,0.1757628728703367,10.27664960854827,0.2427531242341453,0.1866359980865888,0.0761358560640281
1.2,0.0002893039694112,0.2584938452597188,10.280560165731297,0.2979011223390958,0.2085748847649366,0.0080111013547271
1.22,0.0775548020899976,0.2073847500060968,10.32226772289925,0.3467759868450192,0.0681147735393899,0.0381096917672904
1.24,0.1074987843072511,0.3088068923052319,10.40393999853046,0.3195082171056644,0.104288584770345,-0.0340911963636474
1.26,0.1286722476199647,0.172099354562284,10.421117916347892,0.3506290281954023,-0.0476538017747795,0.0525725283803911
1.28,0.1298603825789292,0.1190946834903968,10.44793672997838,0.2496417521664624,-0.1722894859637174,0.0058846189986934
1.3,0.1241001543101978,0.0970223269639979,10.324284279219832,0.2992024756681236,-0.1247479024232691,0.0040667857692198
1.32,0.052828743367463,0.0679255959873968,10.253789615805871,0.2560314484474748,-0.2772407540963453,-0.0185674632111537
1.34,0.0293998733629012,0.0323418197420806,10.151068539822797,0.2331967227260654,-0.2065287896803319,-0.0986294337581524
1.36,0.0749931550435786,0.0693538463596955,9.934915396787694,0.0128612833307356,-0.1501698128031792,-0.1159903176758457
1.38,0.0004709552410407,-0.1200518705221226,9.812050425387254,-0.0152506413246889,0.0672551008089252,-0.0124089102631223
1.4,-0.0763176395233265,-0.0741747741383552,9.670605245381134,0.0035570783990736,0.0154869390009989,-0.1074674526400685
1.42,-0.0911286530176256,-0.1401135910730115,9.526606958310708,-0.2359611009464246,0.0216629312888832,-0.1616024178889874
1.44,-0.1006120489735074,-0.2547625835890913,9.51193638570296,-0.1393179953308629,0.1539574787602263,-0.0333794673209229
1.46,-0.0471728652861024,-0.1544022107268169,9.382317089650446,-0.1631024862198035,0.2226354118983567,-0.0621765471680945
1.48,-0.0786313788158369,-0.1364560000386455,9.28945880943838,-0.2860767592356175,0.215662472616171,0.0238532528207984
1.5,-0.0605813839261269,-0.2394150707966505,9.099730264452797,-0.3068264548941416,0.2313840351306334,-0.0187532155384523
